,cluster,label,# communities,# onto,frames,synsets,framesynset triplets,adj/adv w/o frame,noun/verb w/o frame,communities,docs
70,70,Coming_up_with,10,3,"frame:Coming_up_with: 10
frame:Text: 2
frame:Intentionally_act: 1
frame:Departing: 1
frame:Intentionally_create: 1
frame:Participation: 1
frame:Food: 1
frame:Getting: 1
frame:Purpose: 1
frame:Social_interaction_evaluation: 1
frame:Intentionally_affect: 1
frame:Temporal_subregion: 1
frame:Temporal_collocation: 1
frame:Relative_time: 1
frame:Project: 1
","wn30:synset-plan-verb-3: 10
wn30:synset-delegate-verb-1: 7
wn30:synset-registration-noun-1: 2
wn30:synset-deadline-noun-1: 2
wn30:synset-letter-noun-1: 1
wn30:synset-interrupt-verb-4: 1
wn30:synset-list-noun-1: 1
wn30:synset-participant-noun-1: 1
wn30:synset-departure-noun-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-obtain-verb-1: 1
wn30:synset-make-verb-1: 1
wn30:synset-coffee-noun-1: 1
wn30:synset-tax-noun-1: 1
wn30:synset-plan-noun-1: 1
wn30:synset-till-verb-1: 1
wn30:synset-early-adjective-1: 1
wn30:synset-mailing-noun-1: 1
wn30:synset-social-adjective-1: 1
wn30:synset-reception-noun-1: 1
wn30:synset-invitation-noun-1: 1
","wn30:synset-plan-verb-3 - frame:Coming_up_with: 10
wn30:synset-plan-noun-1 - frame:Purpose: 1
wn30:synset-letter-noun-1 - frame:Text - frame:Entity: 1
wn30:synset-coffee-noun-1 - frame:Food - frame:Entity: 1
wn30:synset-early-adjective-1 - frame:Temporal_collocation - frame:Relation: 1
wn30:synset-early-adjective-1 - frame:Relative_time - frame:Relation: 1
wn30:synset-departure-noun-1 - frame:Departing - frame:Event: 1
wn30:synset-list-noun-1 - frame:Text - frame:Entity: 1
wn30:synset-make-verb-1 - frame:Intentionally_affect - frame:Event: 1
wn30:synset-make-verb-1 - frame:Intentionally_create - frame:Event: 1
wn30:synset-obtain-verb-1 - frame:Getting - frame:Event: 1
wn30:synset-participant-noun-1 - frame:Participation: 1
wn30:synset-make-verb-1 - frame:Intentionally_act - frame:Event: 1
wn30:synset-social-adjective-1 - frame:Social_interaction_evaluation - frame:Attributes: 1
wn30:synset-plan-noun-1 - frame:Project: 1
wn30:synset-early-adjective-1 - frame:Temporal_subregion: 1
","wn30:synset-by-adverb-1: 1
","wn30:synset-delegate-verb-1: 7
wn30:synset-registration-noun-1: 2
wn30:synset-deadline-noun-1: 2
wn30:synset-tax-noun-1: 1
wn30:synset-mailing-noun-1: 1
wn30:synset-interrupt-verb-4: 1
wn30:synset-reception-noun-1: 1
wn30:synset-till-verb-1: 1
wn30:synset-invitation-noun-1: 1
","inferred_sigkdd6
inferred_confOf13
inferred_iasted14
inferred_iasted11
inferred_iasted15
inferred_iasted73
inferred_iasted16
inferred_iasted12
inferred_iasted80
inferred_iasted1
","ACM SIGKDD designed by Deadline design
Participant early Registration
Delegate is designed for Mailing list
is designed for Delegate Coctail reception
Registration is designed for Delegate
Delegate Deadline is designed for done till
Social program is designed for Delegate
is designed for Delegate Coffee break
Departure is designed for tax
Invitation letter obtain Delegate is designed for"
71,71,synset-busy-verb-1,3,1,"frame:Giving: 3
frame:Political_locales: 3
frame:Buildings: 2
frame:Locale_by_use: 1
","wn30:synset-busy-verb-1: 6
wn30:synset-delegate-verb-1: 3
wn30:synset-donor-noun-1: 3
wn30:synset-by-adverb-1: 3
wn30:synset-in-adverb-1: 2
wn30:synset-state-noun-1: 2
wn30:synset-situate-verb-1: 2
wn30:synset-house-noun-1: 2
wn30:synset-city-noun-1: 1
","wn30:synset-donor-noun-1 - frame:Giving - frame:Lose_possession_scenario: 3
wn30:synset-state-noun-1 - frame:Political_locales - frame:Locale: 2
wn30:synset-house-noun-1 - frame:Buildings - frame:Entity: 2
wn30:synset-city-noun-1 - frame:Political_locales - frame:Locale: 1
wn30:synset-city-noun-1 - frame:Locale_by_use - frame:Locale: 1
","wn30:synset-by-adverb-1: 3
wn30:synset-in-adverb-1: 2
","wn30:synset-busy-verb-1: 6
wn30:synset-delegate-verb-1: 3
wn30:synset-situate-verb-1: 2
","inferred_iasted7
inferred_iasted4
inferred_iasted5
","Presenter state is occupied by Delegate occupy
is occupied by Delegate situated in occupy Presenter city house
Presenter state is occupied by situated in Delegate occupy house"
72,72,Trust - Respond_to_proposal,2,2,"frame:Trust: 2
frame:Respond_to_proposal: 2
frame:Information: 1
frame:Time_vector: 1
frame:Sending: 1
frame:Emotion_directed: 1
frame:Relative_time: 1
frame:Causation: 1
","wn30:synset-paper-noun-1: 2
wn30:synset-presentment-noun-1: 2
wn30:synset-credence-noun-1: 2
wn30:synset-send-verb-1: 1
wn30:synset-information-noun-1: 1
wn30:synset-form-noun-1: 1
wn30:synset-accepted-adjectivesatellite-1: 1
wn30:synset-deadline-noun-1: 1
wn30:synset-subsequently-adverb-1: 1
wn30:synset-electronic_mail-noun-1: 1
wn30:synset-writer-noun-1: 1
wn30:synset-concerned-adjective-1: 1
","wn30:synset-credence-noun-1 - frame:Trust - frame:Attributes: 2
wn30:synset-credence-noun-1 - frame:Respond_to_proposal: 2
wn30:synset-subsequently-adverb-1 - frame:Relative_time - frame:Relation: 1
wn30:synset-concerned-adjective-1 - frame:Emotion_directed: 1
wn30:synset-information-noun-1 - frame:Information - frame:Entity: 1
wn30:synset-send-verb-1 - frame:Sending: 1
wn30:synset-send-verb-1 - frame:Causation - frame:Event: 1
wn30:synset-subsequently-adverb-1 - frame:Time_vector - frame:Relation: 1
","wn30:synset-accepted-adjectivesatellite-1: 1
","wn30:synset-paper-noun-1: 2
wn30:synset-presentment-noun-1: 2
wn30:synset-writer-noun-1: 1
wn30:synset-deadline-noun-1: 1
wn30:synset-electronic_mail-noun-1: 1
wn30:synset-form-noun-1: 1
","inferred_confious-252
inferred_iasted81
","is concerned paper Accepted Paper acceptance notification email
Deadline for notification of acceptance is sent after Author information form"
73,73,Statement - Text_creation - Communication_manner,3,2,"frame:Statement: 4
frame:Text_creation: 4
frame:Communication_manner: 4
frame:Connecting_architecture: 2
frame:Building_subparts: 2
frame:Discussion: 2
frame:Speak_on_topic: 1
","wn30:synset-talk-verb-2: 4
wn30:synset-speaker-noun-1: 3
wn30:synset-in-adverb-1: 2
wn30:synset-hallway-noun-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-paper-noun-1: 1
wn30:synset-tutorial-noun-1: 1
wn30:synset-by-adverb-1: 1
wn30:synset-lecture-noun-1: 1
","wn30:synset-talk-verb-2 - frame:Text_creation - frame:Event: 4
wn30:synset-talk-verb-2 - frame:Communication_manner - frame:Event: 4
wn30:synset-talk-verb-2 - frame:Statement: 4
wn30:synset-hallway-noun-1 - frame:Building_subparts: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-hallway-noun-1 - frame:Connecting_architecture - frame:Being_included: 2
wn30:synset-lecture-noun-1 - frame:Speak_on_topic: 1
","wn30:synset-in-adverb-1: 2
wn30:synset-by-adverb-1: 1
","wn30:synset-speaker-noun-1: 3
wn30:synset-tutorial-noun-1: 1
wn30:synset-paper-noun-1: 1
","inferred_paperdyne6
inferred_iasted50
inferred_iasted54
","Speaker spoken By Paper speaks
Plenary lecture speaker speak in Conference hall
speak in Tutorial speaker Conference hall"
74,74,synset-review-verb-1,2,1,"frame:Intentionally_act: 2
frame:Gizmo: 2
frame:Membership: 2
frame:Means: 2
frame:Purpose: 2
frame:Placing: 2
frame:Organization: 2
frame:Causation: 2
frame:Discussion: 2
frame:Project: 2
frame:Subordinates_and_superiors: 1
","wn30:synset-review-verb-1: 3
wn30:synset-oversee-verb-1: 2
wn30:synset-put-verb-1: 2
wn30:synset-committee-noun-1: 2
wn30:synset-member-noun-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-plan-noun-1: 2
wn30:synset-apparatus-noun-1: 2
wn30:synset-procedure-noun-1: 2
wn30:synset-lower-verb-1: 2
wn30:synset-grade-noun-2: 2
wn30:synset-conference-noun-1: 2
wn30:synset-activity-noun-1: 1
wn30:synset-regular-adjective-1: 1
wn30:synset-senior-adjective-1: 1
wn30:synset-perform-verb-1: 1
wn30:synset-writer-noun-1: 1
","wn30:synset-plan-noun-1 - frame:Purpose: 2
wn30:synset-put-verb-1 - frame:Causation - frame:Event: 2
wn30:synset-committee-noun-1 - frame:Organization - frame:Aggregate: 2
wn30:synset-member-noun-1 - frame:Membership - frame:Being_included: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-plan-noun-1 - frame:Project: 2
wn30:synset-procedure-noun-1 - frame:Means: 2
wn30:synset-apparatus-noun-1 - frame:Gizmo: 2
wn30:synset-put-verb-1 - frame:Placing - frame:Event: 2
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 1
wn30:synset-senior-adjective-1 - frame:Subordinates_and_superiors: 1
wn30:synset-perform-verb-1 - frame:Intentionally_act - frame:Event: 1
","wn30:synset-by-adverb-1: 2
wn30:synset-regular-adjective-1: 1
","wn30:synset-review-verb-1: 3
wn30:synset-oversee-verb-1: 2
wn30:synset-lower-verb-1: 2
wn30:synset-grade-noun-2: 2
wn30:synset-writer-noun-1: 1
","inferred_confious-219
inferred_confious-240
","sets member RPC conference setup is author of performed by Regular Program Committee lower tier reviewing process review
is supervised by conference setup sets member SPC Senior Program Committee supervises activity lower tier reviewing process"
75,75,Speak_on_topic,5,2,"frame:Speak_on_topic: 5
frame:Using: 2
frame:Coming_up_with: 1
","wn30:synset-lecture-noun-1: 5
wn30:synset-yield-verb-1: 5
wn30:synset-speaker-noun-1: 3
wn30:synset-by-adverb-1: 2
wn30:synset-tutorial-noun-1: 2
wn30:synset-use-verb-1: 2
wn30:synset-paper-noun-1: 1
wn30:synset-review-verb-1: 1
wn30:synset-hearer-noun-1: 1
wn30:synset-blind-adjective-1: 1
wn30:synset-plan-verb-3: 1
wn30:synset-double-noun-1: 1
","wn30:synset-lecture-noun-1 - frame:Speak_on_topic: 5
wn30:synset-use-verb-1 - frame:Using - frame:Event: 2
wn30:synset-plan-verb-3 - frame:Coming_up_with: 1
","wn30:synset-by-adverb-1: 2
wn30:synset-blind-adjective-1: 1
","wn30:synset-yield-verb-1: 5
wn30:synset-speaker-noun-1: 3
wn30:synset-tutorial-noun-1: 2
wn30:synset-review-verb-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-hearer-noun-1: 1
wn30:synset-double-noun-1: 1
","inferred_MICRO8
inferred_MICRO7
inferred_iasted52
inferred_iasted30
inferred_iasted53
","applies To Lecture Paper
applies To Double Blind Review Lecture
Plenary lecture speaker is given by give Tutorial
give Listener Speaker is designed for Lecture
Plenary lecture speaker is given by give Tutorial"
76,76,Text,3,2,"frame:Text: 5
frame:Part_ordered_segments: 4
frame:Self_motion: 1
frame:Getting: 1
frame:People_by_vocation: 1
frame:Inclusion: 1
frame:Process_continue: 1
frame:Commerce_pay: 1
frame:Cause_to_be_included: 1
","wn30:synset-book-noun-1: 4
wn30:synset-proceeding-noun-1: 2
wn30:synset-writer-noun-1: 2
wn30:synset-attendant-noun-2: 1
wn30:synset-obtain-verb-1: 1
wn30:synset-registration-noun-1: 1
wn30:synset-fee-noun-1: 1
wn30:synset-co-author-verb-1: 1
wn30:synset-pay-verb-1: 1
wn30:synset-proceed-verb-2: 1
wn30:synset-include-verb-1: 1
wn30:synset-composition-noun-8: 1
","wn30:synset-book-noun-1 - frame:Part_ordered_segments - frame:Being_included: 4
wn30:synset-book-noun-1 - frame:Text - frame:Entity: 4
wn30:synset-composition-noun-8 - frame:Text - frame:Entity: 1
wn30:synset-include-verb-1 - frame:Inclusion: 1
wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event: 1
wn30:synset-obtain-verb-1 - frame:Getting - frame:Event: 1
wn30:synset-attendant-noun-2 - frame:People_by_vocation - frame:Entity: 1
wn30:synset-proceed-verb-2 - frame:Process_continue: 1
wn30:synset-include-verb-1 - frame:Cause_to_be_included - frame:Event: 1
wn30:synset-proceed-verb-2 - frame:Self_motion - frame:Event: 1
","
","wn30:synset-proceeding-noun-1: 2
wn30:synset-writer-noun-1: 2
wn30:synset-registration-noun-1: 1
wn30:synset-fee-noun-1: 1
wn30:synset-co-author-verb-1: 1
","inferred_cmt-28
inferred_iasted70
inferred_iasted71
","Co-author co-write Paper has
Book proceeding is paid for Author attendee book registration fee
Book proceeding Author book proceedings included obtain"
77,77,Categorization,2,2,"frame:Categorization: 2
frame:Text: 1
","wn30:synset-review-verb-1: 2
wn30:synset-categorization-noun-3: 2
wn30:synset-paper-noun-1: 1
wn30:synset-article-noun-1: 1
wn30:synset-yield-verb-1: 1
","wn30:synset-categorization-noun-3 - frame:Categorization: 2
wn30:synset-article-noun-1 - frame:Text - frame:Entity: 1
","
","wn30:synset-review-verb-1: 2
wn30:synset-yield-verb-1: 1
wn30:synset-paper-noun-1: 1
","inferred_OpenConf5
inferred_confious-216
","Paper Review has Categorization
review gives classification article"
78,78,Grant_permission - Permitting,1,1,"frame:Grant_permission: 2
frame:Permitting: 2
frame:Event: 1
","wn30:synset-approve-verb-1: 2
wn30:synset-by-adverb-1: 1
wn30:synset-administrator-noun-1: 1
wn30:synset-event-noun-1: 1
","wn30:synset-approve-verb-1 - frame:Permitting: 2
wn30:synset-approve-verb-1 - frame:Grant_permission: 2
wn30:synset-event-noun-1 - frame:Event - frame:State: 1
","wn30:synset-by-adverb-1: 1
","wn30:synset-administrator-noun-1: 1
","inferred_Cocus-217
",approved by Administrator approve Event
79,79,Topic,4,4,"frame:Topic: 5
frame:Discussion: 3
frame:Giving: 1
frame:Event: 1
frame:Locale: 1
frame:Being_employed: 1
frame:Speak_on_topic: 1
","wn30:synset-subject-noun-1: 4
wn30:synset-conference-noun-1: 3
wn30:synset-paper-noun-1: 1
wn30:synset-area-noun-1: 1
wn30:synset-event-noun-1: 1
wn30:synset-contribution-noun-2: 1
wn30:synset-work-noun-1: 1
wn30:synset-cover-verb-5: 1
","wn30:synset-subject-noun-1 - frame:Topic: 4
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 3
wn30:synset-cover-verb-5 - frame:Speak_on_topic: 1
wn30:synset-cover-verb-5 - frame:Topic: 1
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario: 1
wn30:synset-area-noun-1 - frame:Locale - frame:Locale: 1
wn30:synset-event-noun-1 - frame:Event - frame:State: 1
wn30:synset-work-noun-1 - frame:Being_employed: 1
","
","wn30:synset-paper-noun-1: 1
","inferred_cmt-211
inferred_PCS13
inferred_confOf11
inferred_edas6
","has Subject Area Paper
Topic of conference Conference
has Topic deals With Contribution Working event
has Topic Conference"
80,80,Dimension,1,1,"frame:Dimension: 1
","wn30:synset-standard-noun-1: 1
wn30:synset-weight-noun-1: 1
","wn30:synset-weight-noun-1 - frame:Dimension: 1
","
","wn30:synset-standard-noun-1: 1
","inferred_MyReview-230
",Criterion has Weight
81,81,Vehicle - Attaching,1,1,"frame:Vehicle: 1
frame:Attaching: 1
","wn30:synset-connect-verb-1: 1
wn30:synset-rental-noun-2: 1
wn30:synset-car-noun-1: 1
","wn30:synset-connect-verb-1 - frame:Attaching - frame:Event: 1
wn30:synset-car-noun-1 - frame:Vehicle - frame:Being_included: 1
","
","wn30:synset-rental-noun-2: 1
","inferred_iasted82
",Car is connected with Renting
82,82,Discussion,4,2,"frame:Discussion: 4
frame:Commerce_pay: 3
frame:Locale_by_use: 1
","wn30:synset-conference-noun-1: 4
wn30:synset-attendant-noun-1: 3
wn30:synset-pay-verb-1: 3
wn30:synset-must-noun-2: 1
wn30:synset-in-adverb-1: 1
wn30:synset-telephone-noun-1: 1
wn30:synset-fee-noun-1: 1
wn30:synset-restaurant-noun-1: 1
wn30:synset-tip-noun-1: 1
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 4
wn30:synset-pay-verb-1 - frame:Commerce_pay - frame:Event: 3
wn30:synset-restaurant-noun-1 - frame:Locale_by_use - frame:Locale: 1
","wn30:synset-in-adverb-1: 1
","wn30:synset-attendant-noun-1: 3
wn30:synset-must-noun-2: 1
wn30:synset-telephone-noun-1: 1
wn30:synset-fee-noun-1: 1
wn30:synset-tip-noun-1: 1
","inferred_MyReview-26
inferred_MyReview-27
inferred_MyReview-28
inferred_iasted24
","has Phone Conference Attendant Adress
Conference Attendant paid
must Pay Conference Attendant Fee
Tip Conference restaurant is paid in"
83,83,Building - Manufacturing - Arriving - Political_locales - Discussion,2,1,"frame:Building: 2
frame:Manufacturing: 2
frame:Arriving: 2
frame:Political_locales: 2
frame:Discussion: 2
frame:Locale_by_use: 1
","wn30:synset-construct-verb-1: 2
wn30:synset-delegate-verb-1: 2
wn30:synset-in-adverb-1: 2
wn30:synset-situate-verb-1: 2
wn30:synset-visit-verb-1: 2
wn30:synset-by-adverb-1: 2
wn30:synset-conference-noun-1: 2
wn30:synset-state-noun-1: 1
wn30:synset-city-noun-1: 1
","wn30:synset-visit-verb-1 - frame:Arriving - frame:Event: 2
wn30:synset-construct-verb-1 - frame:Building - frame:Event: 2
wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 2
wn30:synset-construct-verb-1 - frame:Manufacturing - frame:Event: 2
wn30:synset-state-noun-1 - frame:Political_locales - frame:Locale: 1
wn30:synset-city-noun-1 - frame:Political_locales - frame:Locale: 1
wn30:synset-city-noun-1 - frame:Locale_by_use - frame:Locale: 1
","wn30:synset-by-adverb-1: 2
wn30:synset-in-adverb-1: 2
","wn30:synset-delegate-verb-1: 2
wn30:synset-situate-verb-1: 2
","inferred_iasted26
inferred_iasted28
","is visited by Conference building situated in Delegate state
is visited by Conference building situated in Delegate city"
84,84,synset-administrator-noun-1 - synset-generate-verb-1,2,1,"frame:Statement: 1
frame:Reporting: 1
","wn30:synset-administrator-noun-1: 2
wn30:synset-generate-verb-1: 2
wn30:synset-report-verb-1: 1
wn30:synset-electronic-adjective-1: 1
wn30:synset-proceeding-noun-1: 1
","wn30:synset-report-verb-1 - frame:Reporting: 1
wn30:synset-report-verb-1 - frame:Statement: 1
","wn30:synset-electronic-adjective-1: 1
","wn30:synset-generate-verb-1: 2
wn30:synset-administrator-noun-1: 2
wn30:synset-proceeding-noun-1: 1
","inferred_PCS3
inferred_PCS2
","generate Report Administrator
generate Electronic proceeding Administrator"
85,85,synset-yield-verb-1,2,1,"frame:Duration_attribute: 2
frame:Getting: 1
","wn30:synset-yield-verb-1: 3
wn30:synset-chair-noun-1: 2
wn30:synset-session-noun-1: 2
wn30:synset-brief-adjectivesatellite-1: 2
wn30:synset-introduction-noun-1: 2
wn30:synset-by-adverb-1: 1
wn30:synset-obtain-verb-1: 1
wn30:synset-writer-noun-1: 1
","wn30:synset-brief-adjectivesatellite-1 - frame:Duration_attribute: 2
wn30:synset-obtain-verb-1 - frame:Getting - frame:Event: 1
","wn30:synset-by-adverb-1: 1
","wn30:synset-yield-verb-1: 3
wn30:synset-chair-noun-1: 2
wn30:synset-session-noun-1: 2
wn30:synset-introduction-noun-1: 2
wn30:synset-writer-noun-1: 1
","inferred_iasted46
inferred_iasted48
","Session chair is given to Brief introduction for obtain
is given by Author give Brief introduction for Session chair"
86,86,Appointing,3,2,"frame:Appointing: 7
frame:Reading: 1
frame:Identicality: 1
","wn30:synset-delegate-verb-2: 7
wn30:synset-by-adverb-1: 3
wn30:synset-administrator-noun-1: 2
wn30:synset-reviewer-noun-1: 2
wn30:synset-external-adjective-1: 1
wn30:synset-paper-noun-1: 1
wn30:synset-function-noun-3: 1
wn30:synset-read-verb-1: 1
wn30:synset-be-verb-2: 1
","wn30:synset-delegate-verb-2 - frame:Appointing - frame:Event: 7
wn30:synset-be-verb-2 - frame:Identicality - frame:Relation: 1
wn30:synset-read-verb-1 - frame:Reading - frame:Scrutinyframe:Reading_activity: 1
","wn30:synset-by-adverb-1: 3
wn30:synset-external-adjective-1: 1
","wn30:synset-reviewer-noun-1: 2
wn30:synset-administrator-noun-1: 2
wn30:synset-function-noun-3: 1
wn30:synset-paper-noun-1: 1
","inferred_Cocus-219
inferred_cmt-213
inferred_cmt-217
","Administrator Role assign assigned by
Paper Administrator has Been Assigned assigned To read By Reviewer assign
External Reviewer assign assigned By"
87,87,Discussion,3,2,"frame:Discussion: 5
frame:Intentionally_act: 3
frame:Measure_duration: 2
frame:Timespan: 2
frame:Calendric_unit: 2
frame:Relative_time: 2
frame:Time_vector: 1
frame:Attending: 1
frame:Request: 1
frame:Opinion: 1
frame:Expectation: 1
","wn30:synset-conference-noun-1: 5
wn30:synset-activity-noun-1: 3
wn30:synset-day-noun-1: 2
wn30:synset-hold-verb-3: 2
wn30:synset-attendance-noun-1: 1
wn30:synset-order-verb-1: 1
wn30:synset-expect-verb-1: 1
wn30:synset-annual-adjective-1: 1
wn30:synset-earlier-adverb-1: 1
wn30:synset-subsequently-adverb-1: 1
","wn30:synset-conference-noun-1 - frame:Discussion - frame:Reciprocality: 5
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 3
wn30:synset-day-noun-1 - frame:Measure_duration - frame:Measures: 2
wn30:synset-day-noun-1 - frame:Calendric_unit - frame:Location_in_time: 2
wn30:synset-day-noun-1 - frame:Timespan: 2
wn30:synset-subsequently-adverb-1 - frame:Relative_time - frame:Relation: 1
wn30:synset-earlier-adverb-1 - frame:Relative_time - frame:Relation: 1
wn30:synset-expect-verb-1 - frame:Opinion: 1
wn30:synset-expect-verb-1 - frame:Expectation - frame:Mental_activity: 1
wn30:synset-subsequently-adverb-1 - frame:Time_vector - frame:Relation: 1
wn30:synset-order-verb-1 - frame:Request - frame:Request: 1
wn30:synset-attendance-noun-1 - frame:Attending - frame:Event: 1
","wn30:synset-annual-adjective-1: 1
","wn30:synset-hold-verb-3: 2
","inferred_MICRO6
inferred_iasted60
inferred_iasted62
","Activity expected Attendance Conference annual Order
is held after Activity conference Conference days
is held before Conference days Activity conference"
88,88,Time_vector - Timespan - Relative_time,3,1,"frame:Time_vector: 4
frame:Timespan: 4
frame:Relative_time: 4
frame:Event_instance: 3
frame:Location_in_time: 3
frame:Intentionally_act: 1
frame:Giving: 1
frame:Motion: 1
frame:Measure_duration: 1
frame:People: 1
frame:Travel: 1
frame:Sending: 1
frame:Cause_to_continue: 1
frame:Activity_ongoing: 1
frame:Calendric_unit: 1
frame:Causation: 1
frame:Cardinal_numbers: 1
","wn30:synset-time-noun-1: 3
wn30:synset-present-adjective-1: 2
wn30:synset-item-noun-1: 2
wn30:synset-earlier-adverb-1: 2
wn30:synset-subsequently-adverb-1: 2
wn30:synset-activity-noun-1: 1
wn30:synset-donor-noun-1: 1
wn30:synset-send-verb-1: 1
wn30:synset-through-adverb-1: 1
wn30:synset-day-noun-1: 1
wn30:synset-person-noun-1: 1
wn30:synset-keep-verb-1: 1
wn30:synset-one-adjectivesatellite-1: 1
wn30:synset-travel-verb-1: 1
","wn30:synset-time-noun-1 - frame:Event_instance - frame:Instance: 3
wn30:synset-time-noun-1 - frame:Location_in_time: 3
wn30:synset-time-noun-1 - frame:Timespan: 3
wn30:synset-subsequently-adverb-1 - frame:Relative_time - frame:Relation: 2
wn30:synset-subsequently-adverb-1 - frame:Time_vector - frame:Relation: 2
wn30:synset-present-adjective-1 - frame:Time_vector - frame:Relation: 2
wn30:synset-earlier-adverb-1 - frame:Relative_time - frame:Relation: 2
wn30:synset-one-adjectivesatellite-1 - frame:Cardinal_numbers: 1
wn30:synset-person-noun-1 - frame:People - frame:Entity: 1
wn30:synset-day-noun-1 - frame:Calendric_unit - frame:Location_in_time: 1
wn30:synset-travel-verb-1 - frame:Motion - frame:Event: 1
wn30:synset-donor-noun-1 - frame:Giving - frame:Lose_possession_scenario: 1
wn30:synset-day-noun-1 - frame:Measure_duration - frame:Measures: 1
wn30:synset-activity-noun-1 - frame:Intentionally_act - frame:Event: 1
wn30:synset-keep-verb-1 - frame:Activity_ongoing - frame:Process_continue: 1
wn30:synset-keep-verb-1 - frame:Cause_to_continue - frame:Event: 1
wn30:synset-day-noun-1 - frame:Timespan: 1
wn30:synset-travel-verb-1 - frame:Travel - frame:Event: 1
wn30:synset-send-verb-1 - frame:Sending: 1
wn30:synset-send-verb-1 - frame:Causation - frame:Event: 1
","wn30:synset-through-adverb-1: 1
","wn30:synset-item-noun-1: 2
","inferred_iasted21
inferred_iasted19
inferred_iasted18
","is present Time One day presenter
is held before Activity Time go through Item after
is sent before present Item Time Person after"
89,89,synset-review-verb-1 - synset-reviewer-noun-1,3,2,"frame:Possession: 3
frame:Giving: 1
frame:Expertise: 1
frame:Statement: 1
frame:Submitting_documents: 1
frame:Topic: 1
","wn30:synset-review-verb-1: 4
wn30:synset-reviewer-noun-1: 4
wn30:synset-angstrom-noun-1: 2
wn30:synset-belong-verb-1: 2
wn30:synset-predilection-noun-1: 1
wn30:synset-expertness-noun-1: 1
wn30:synset-submit-verb-1: 1
wn30:synset-own-adjectivesatellite-1: 1
wn30:synset-mention-noun-1: 1
wn30:synset-contribution-noun-2: 1
wn30:synset-subject-noun-1: 1
","wn30:synset-belong-verb-1 - frame:Possession: 2
wn30:synset-submit-verb-1 - frame:Submitting_documents - frame:Event: 1
wn30:synset-expertness-noun-1 - frame:Expertise - frame:Attributes: 1
wn30:synset-subject-noun-1 - frame:Topic: 1
wn30:synset-contribution-noun-2 - frame:Giving - frame:Lose_possession_scenario: 1
wn30:synset-mention-noun-1 - frame:Statement: 1
wn30:synset-own-adjectivesatellite-1 - frame:Possession: 1
","
","wn30:synset-reviewer-noun-1: 4
wn30:synset-review-verb-1: 4
wn30:synset-angstrom-noun-1: 2
wn30:synset-predilection-noun-1: 1
","inferred_Cocus-223
inferred_conference-225
inferred_conference-211
","owns
Reviewer belongs to a review reference Review preference Topic reviewers
Reviewer has a review expertise Submitted contribution Review belongs to reviewers"
